POINT_ID,SHI,hoehe_m,Landuse,Landcover
30742224,2.95,776.9,Agriculture (excluding fallow land and kitchen gardens),Cropland
29821720,3.1,164.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
29921768,2.8,73.49,Agriculture (excluding fallow land and kitchen gardens),Cropland
30922310,2.6,1076.51,Semi-natural and natural areas not in use,Grassland
30862278,2.55,894.15,Fallow land,Bareland
30622150,2.75,741.15,Agriculture (excluding fallow land and kitchen gardens),Cropland
30341994,2.2,384.81,Agriculture (excluding fallow land and kitchen gardens),Cropland
30842262,2.6,797.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
30582118,2.3,831.98,Agriculture (excluding fallow land and kitchen gardens),Cropland
30081844,2.15,518.55,Agriculture (excluding fallow land and kitchen gardens),Grassland
29921750,2.75,180.13,Agriculture (excluding fallow land and kitchen gardens),Cropland
30842252,2.35,787.01,Agriculture (excluding fallow land and kitchen gardens),Cropland
30762208,2.25,741.23,Agriculture (excluding fallow land and kitchen gardens),Cropland
30962308,2.65,1081.58,Agriculture (excluding fallow land and kitchen gardens),Cropland
30381996,2.5,409.31,Agriculture (excluding fallow land and kitchen gardens),Cropland
30842244,2.15,808.08,Agriculture (excluding fallow land and kitchen gardens),Cropland
29901728,2.75,149.3,Agriculture (excluding fallow land and kitchen gardens),Cropland
30642134,2.6,765.02,Agriculture (excluding fallow land and kitchen gardens),Cropland
30602110,2.7,859.74,Agriculture (excluding fallow land and kitchen gardens),Cropland
30562086,2.25,1157.57,Fallow land,Bareland
30121844,2.35,497.61,Fallow land,Grassland
30802214,2.2,754.0,Agriculture (excluding fallow land and kitchen gardens),Cropland
30842234,2.7,768.94,Fallow land,Bareland
30902260,2.45,820.98,Agriculture (excluding fallow land and kitchen gardens),Cropland
31122376,3.65,349.68,Agriculture (excluding fallow land and kitchen gardens),Grassland
30381978,2.5,555.42,Agriculture (excluding fallow land and kitchen gardens),Cropland
30962290,3.5,920.95,Forestry,Woodland
30121830,2.9,591.38,Agriculture (excluding fallow land and kitchen gardens),Cropland
30441998,2.4,401.14,Agriculture (excluding fallow land and kitchen gardens),Cropland
30662118,2.65,804.81,Agriculture (excluding fallow land and kitchen gardens),Cropland
30622096,2.35,975.44,Fallow land,Bareland
30462008,2.25,413.54,Agriculture (excluding fallow land and kitchen gardens),Grassland
29901692,2.7,445.8,Agriculture (excluding fallow land and kitchen gardens),Cropland
30902242,2.2,775.68,Agriculture (excluding fallow land and kitchen gardens),Cropland
30922248,2.2,811.6,Agriculture (excluding fallow land and kitchen gardens),Cropland
29941704,3.35,381.38,Agriculture (excluding fallow land and kitchen gardens),Cropland
30622070,2.4,1180.75,Semi-natural and natural areas not in use,Grassland
30982262,2.35,855.3,Agriculture (excluding fallow land and kitchen gardens),Cropland
30702108,2.6,882.83,Fallow land,Bareland
30962246,2.45,811.44,Agriculture (excluding fallow land and kitchen gardens),Cropland
30922224,2.75,755.99,Agriculture (excluding fallow land and kitchen gardens),Cropland
30682088,2.05,942.46,Agriculture (excluding fallow land and kitchen gardens),Cropland
30602044,3.4,1191.32,Semi-natural and natural areas not in use,Shrubland
30642062,2.85,1202.81,Agriculture (excluding fallow land and kitchen gardens),Grassland
30862182,3.15,843.91,Fallow land,Bareland
30702094,2.6,904.45,Fallow land,Bareland
31002254,2.45,832.09,Agriculture (excluding fallow land and kitchen gardens),Cropland
30782134,2.95,745.54,Fallow land,Bareland
31102306,3.0,1194.72,Semi-natural and natural areas not in use,Grassland
31022262,2.55,891.84,Agriculture (excluding fallow land and kitchen gardens),Cropland
30962228,2.7,758.14,Agriculture (excluding fallow land and kitchen gardens),Cropland
31022252,2.4,830.11,Agriculture (excluding fallow land and kitchen gardens),Cropland
30001684,2.6,464.81,Agriculture (excluding fallow land and kitchen gardens),Cropland
30662054,3.25,1278.23,Forestry,Woodland
31062270,2.85,933.91,Agriculture (excluding fallow land and kitchen gardens),Cropland
30561996,2.65,368.49,Agriculture (excluding fallow land and kitchen gardens),Cropland
31122298,3.3,1053.66,Semi-natural and natural areas not in use,Shrubland
34003734,3.6,172.25,Agriculture (excluding fallow land and kitchen gardens),Grassland
30682052,3.35,1112.88,Agriculture (excluding fallow land and kitchen gardens),Grassland
30161760,2.7,210.31,Agriculture (excluding fallow land and kitchen gardens),Cropland
31142296,3.1,1110.12,Agriculture (excluding fallow land and kitchen gardens),Cropland
30922176,2.7,684.19,Agriculture (excluding fallow land and kitchen gardens),Cropland
31062252,2.35,846.58,Agriculture (excluding fallow land and kitchen gardens),Cropland
30161748,2.9,314.83,Agriculture (excluding fallow land and kitchen gardens),Cropland
31102270,2.75,896.1,Agriculture (excluding fallow land and kitchen gardens),Cropland
31122280,3.4,929.25,Agriculture (excluding fallow land and kitchen gardens),Cropland
30121722,2.85,240.15,Agriculture (excluding fallow land and kitchen gardens),Cropland
31062246,2.45,818.71,Agriculture (excluding fallow land and kitchen gardens),Cropland
30061684,2.5,419.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
30561964,2.65,749.05,Agriculture (excluding fallow land and kitchen gardens),Cropland
30321828,2.25,647.97,Agriculture (excluding fallow land and kitchen gardens),Grassland
30621992,2.65,506.9,Fallow land,Bareland
30121708,2.95,293.73,Agriculture (excluding fallow land and kitchen gardens),Cropland
31142272,2.9,888.86,Agriculture (excluding fallow land and kitchen gardens),Cropland
30882130,2.5,779.89,Fallow land,Bareland
30221758,2.4,163.35,Agriculture (excluding fallow land and kitchen gardens),Cropland
31082236,3.0,757.18,Agriculture (excluding fallow land and kitchen gardens),Cropland
31082232,2.55,747.71,Agriculture (excluding fallow land and kitchen gardens),Cropland
31002188,3.2,751.36,Agriculture (excluding fallow land and kitchen gardens),Cropland
30061648,2.4,140.01,Agriculture (excluding fallow land and kitchen gardens),Cropland
31102220,2.55,745.52,Agriculture (excluding fallow land and kitchen gardens),Cropland
30802052,2.9,1027.7,Agriculture (excluding fallow land and kitchen gardens),Cropland
31022172,2.75,701.05,Agriculture (excluding fallow land and kitchen gardens),Cropland
31182246,2.5,815.58,Agriculture (excluding fallow land and kitchen gardens),Cropland
30161670,2.4,606.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
31102202,2.7,789.39,Agriculture (excluding fallow land and kitchen gardens),Cropland
31142218,3.45,868.91,Agriculture (excluding fallow land and kitchen gardens),Cropland
31142216,3.05,868.92,Agriculture (excluding fallow land and kitchen gardens),Cropland
31262268,2.35,887.02,Agriculture (excluding fallow land and kitchen gardens),Cropland
30321738,2.9,265.67,Agriculture (excluding fallow land and kitchen gardens),Cropland
31282278,2.75,883.93,Agriculture (excluding fallow land and kitchen gardens),Cropland
30761988,2.6,419.06,Agriculture (excluding fallow land and kitchen gardens),Cropland
31162208,3.1,784.2,Agriculture (excluding fallow land and kitchen gardens),Cropland
31182218,2.65,764.47,Agriculture (excluding fallow land and kitchen gardens),Cropland
30241684,2.7,415.7,Fallow land,Grassland
30781994,2.45,489.61,Fallow land,Grassland
30902056,3.25,850.32,Agriculture (excluding fallow land and kitchen gardens),Grassland
31462364,3.55,306.95,Agriculture (excluding fallow land and kitchen gardens),Grassland
31422336,3.2,933.28,Forestry,Woodland
30301704,2.6,447.01,Agriculture (excluding fallow land and kitchen gardens),Cropland
30801988,2.25,443.02,Agriculture (excluding fallow land and kitchen gardens),Cropland
30962066,3.85,1486.92,Agriculture (excluding fallow land and kitchen gardens),Grassland
31182188,2.9,779.64,Agriculture (excluding fallow land and kitchen gardens),Cropland
31302250,2.35,802.46,Agriculture (excluding fallow land and kitchen gardens),Cropland
30441754,2.45,237.39,Agriculture (excluding fallow land and kitchen gardens),Cropland
30401728,3.0,534.47,Agriculture (excluding fallow land and kitchen gardens),Cropland
31302240,3.0,799.81,Agriculture (excluding fallow land and kitchen gardens),Cropland
31162160,3.4,858.95,Agriculture (excluding fallow land and kitchen gardens),Cropland
31522358,2.6,76.78,Semi-natural and natural areas not in use,Woodland
31022078,2.6,1208.15,Agriculture (excluding fallow land and kitchen gardens),Grassland
31202176,3.1,806.92,Agriculture (excluding fallow land and kitchen gardens),Cropland
30521788,3.55,330.38,Agriculture (excluding fallow land and kitchen gardens),Cropland
31362264,2.45,829.68,Agriculture (excluding fallow land and kitchen gardens),Cropland
30501774,2.55,151.8,Agriculture (excluding fallow land and kitchen gardens),Cropland
31222178,3.1,792.2,Agriculture (excluding fallow land and kitchen gardens),Cropland
31542354,3.0,154.47,Agriculture (excluding fallow land and kitchen gardens),Grassland
31022060,3.5,1238.78,Agriculture (excluding fallow land and kitchen gardens),Grassland
31102104,2.65,910.41,Agriculture (excluding fallow land and kitchen gardens),Cropland
30901990,2.5,576.08,Agriculture (excluding fallow land and kitchen gardens),Cropland
31122114,2.4,834.95,Fallow land,Bareland
31302214,2.8,762.1,Agriculture (excluding fallow land and kitchen gardens),Cropland
31202150,3.5,873.81,Agriculture (excluding fallow land and kitchen gardens),Cropland
31182138,2.5,777.78,Agriculture (excluding fallow land and kitchen gardens),Cropland
31542332,3.85,1078.62,Semi-natural and natural areas not in use,Woodland
30901972,2.5,519.82,Agriculture (excluding fallow land and kitchen gardens),Cropland
31242162,2.55,882.34,Forestry,Woodland
31222146,2.9,772.61,Agriculture (excluding fallow land and kitchen gardens),Cropland
31122088,2.45,1039.79,Agriculture (excluding fallow land and kitchen gardens),Grassland
31402242,2.4,795.03,Agriculture (excluding fallow land and kitchen gardens),Cropland
32682930,3.9,52.76,Agriculture (excluding fallow land and kitchen gardens),Cropland
31422252,2.7,799.53,Agriculture (excluding fallow land and kitchen gardens),Cropland
31202126,2.65,806.39,Fallow land,Grassland
31362210,3.2,741.8,Agriculture (excluding fallow land and kitchen gardens),Cropland
30541738,3.1,408.21,Agriculture (excluding fallow land and kitchen gardens),Cropland
31122070,2.8,1319.46,Agriculture (excluding fallow land and kitchen gardens),Grassland
31422234,3.0,778.83,Agriculture (excluding fallow land and kitchen gardens),Cropland
31162082,2.5,987.85,Semi-natural and natural areas not in use,Grassland
31482262,2.95,864.79,Agriculture (excluding fallow land and kitchen gardens),Cropland
30881910,2.7,589.76,Agriculture (excluding fallow land and kitchen gardens),Cropland
30521698,2.7,534.64,Agriculture (excluding fallow land and kitchen gardens),Cropland
31662352,3.35,304.64,Agriculture (excluding fallow land and kitchen gardens),Grassland
30641768,2.45,351.0,Agriculture (excluding fallow land and kitchen gardens),Cropland
30601738,2.4,569.46,Agriculture (excluding fallow land and kitchen gardens),Cropland
31462234,2.8,782.78,Fallow land,Grassland
30521680,2.45,690.94,Agriculture (excluding fallow land and kitchen gardens),Cropland
30681774,2.55,193.61,Agriculture (excluding fallow land and kitchen gardens),Cropland
31422198,3.2,816.89,Agriculture (excluding fallow land and kitchen gardens),Cropland
31262106,2.6,884.78,Agriculture (excluding fallow land and kitchen gardens),Grassland
31362156,2.95,899.97,Agriculture (excluding fallow land and kitchen gardens),Cropland
31222070,3.9,1302.4,Forestry,Woodland
31302114,2.5,876.67,Agriculture (excluding fallow land and kitchen gardens),Cropland
31542242,2.65,815.51,Agriculture (excluding fallow land and kitchen gardens),Cropland
30621700,2.75,622.84,Agriculture (excluding fallow land and kitchen gardens),Cropland
32822932,3.45,82.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
31422166,2.95,780.65,Agriculture (excluding fallow land and kitchen gardens),Cropland
32802920,3.9,69.31,Agriculture (excluding fallow land and kitchen gardens),Grassland
30721756,2.7,306.02,Agriculture (excluding fallow land and kitchen gardens),Cropland
31362128,2.7,894.34,Agriculture (excluding fallow land and kitchen gardens),Cropland
32782906,3.55,88.5,Agriculture (excluding fallow land and kitchen gardens),Cropland
31081962,2.2,726.08,Fallow land,Bareland
31602256,2.65,820.62,Agriculture (excluding fallow land and kitchen gardens),Cropland
31101964,2.15,696.54,Fallow land,Grassland
30721738,2.55,544.99,Agriculture (excluding fallow land and kitchen gardens),Cropland
31482178,3.6,900.55,Agriculture (excluding fallow land and kitchen gardens),Cropland
30781768,3.05,343.38,Agriculture (excluding fallow land and kitchen gardens),Cropland
31422138,3.5,883.27,Agriculture (excluding fallow land and kitchen gardens),Cropland
32882938,3.6,49.23,Agriculture (excluding fallow land and kitchen gardens),Cropland
30801772,2.7,261.8,Agriculture (excluding fallow land and kitchen gardens),Cropland
30701712,2.7,617.83,Agriculture (excluding fallow land and kitchen gardens),Cropland
34383700,3.8,254.48,Agriculture (excluding fallow land and kitchen gardens),Grassland
31141966,2.1,653.76,Agriculture (excluding fallow land and kitchen gardens),Cropland
31802344,3.6,501.36,Agriculture (excluding fallow land and kitchen gardens),Grassland
30981866,2.45,597.22,Agriculture (excluding fallow land and kitchen gardens),Cropland
31522178,3.5,910.33,Agriculture (excluding fallow land and kitchen gardens),Cropland
31702280,3.1,963.25,Agriculture (excluding fallow land and kitchen gardens),Cropland
30721702,2.65,1061.27,Agriculture (excluding fallow land and kitchen gardens),Cropland
31682260,2.45,830.88,Agriculture (excluding fallow land and kitchen gardens),Cropland
31542174,3.45,901.01,Agriculture (excluding fallow land and kitchen gardens),Cropland
31041882,3.3,591.43,Agriculture (excluding fallow land and kitchen gardens),Cropland
31782310,3.65,976.42,Agriculture (excluding fallow land and kitchen gardens),Grassland
31021866,2.4,631.74,Agriculture (excluding fallow land and kitchen gardens),Cropland
33363162,3.75,238.93,Agriculture (excluding fallow land and kitchen gardens),Grassland
31001850,3.6,704.19,Forestry,Woodland
31702250,2.95,874.07,Agriculture (excluding fallow land and kitchen gardens),Cropland
31462112,2.6,971.54,Agriculture (excluding fallow land and kitchen gardens),Cropland
31322030,2.7,636.02,Semi-natural and natural areas not in use,Grassland
30861756,2.75,302.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
31522142,3.25,923.63,Agriculture (excluding fallow land and kitchen gardens),Cropland
31201952,3.4,786.85,Agriculture (excluding fallow land and kitchen gardens),Cropland
32942926,3.25,93.3,Agriculture (excluding fallow land and kitchen gardens),Cropland
30881760,3.6,335.18,Agriculture (excluding fallow land and kitchen gardens),Cropland
31582170,3.4,883.08,Agriculture (excluding fallow land and kitchen gardens),Cropland
31682218,2.9,798.11,Agriculture (excluding fallow land and kitchen gardens),Cropland
31602166,2.75,767.22,Agriculture (excluding fallow land and kitchen gardens),Cropland
31522114,2.7,1003.52,Agriculture (excluding fallow land and kitchen gardens),Cropland
31842298,2.8,1038.86,Agriculture (excluding fallow land and kitchen gardens),Grassland
31722228,3.0,795.04,Agriculture (excluding fallow land and kitchen gardens),Cropland
31802268,2.85,897.03,Agriculture (excluding fallow land and kitchen gardens),Cropland
31602148,3.5,956.52,Agriculture (excluding fallow land and kitchen gardens),Cropland
30961768,2.4,279.27,Agriculture (excluding fallow land and kitchen gardens),Cropland
